timestamp,event_type,token,raw_log_line
"2026-09-07 23:18:01,489",PICK,PRISM,"2026-09-07 23:18:01,489 INFO PICK (WL): PRISM 5m=+20.9% B/S=195/169 liq=$28,607"
"2026-09-07 23:18:01,489",OTHER,,"2026-09-07 23:18:01,489 INFO ⏱ PRE-ENTRY: Studying PRISM momentum... (3 readings, 6s)"
"2026-09-07 23:18:04,505",MOMENTUM_READING,,"2026-09-07 23:18:04,505 INFO   Reading 2: 5m=+1.7% B/S=178/163 (1.09)"
"2026-09-07 23:18:04,505",MOMENTUM_DIED,,"2026-09-07 23:18:04,505 WARNING   Momentum DIED during observation (+1.7%) — ABORT"
"2026-09-07 23:18:04,505",SKIP,,"2026-09-07 23:18:04,505 INFO SKIP PRISM — momentum not verified"
"2026-09-07 23:18:09,562",SCAN,,"2026-09-07 23:18:09,562 INFO Pumping candidates: 4"
"2026-09-07 23:18:09,563",PICK,PRISM,"2026-09-07 23:18:09,563 INFO PICK (WL): PRISM 5m=+20.9% B/S=195/169 liq=$28,607"
"2026-09-07 23:18:09,563",OTHER,,"2026-09-07 23:18:09,563 INFO ⏱ PRE-ENTRY: Studying PRISM momentum... (3 readings, 6s)"
"2026-09-07 23:18:12,582",MOMENTUM_READING,,"2026-09-07 23:18:12,582 INFO   Reading 2: 5m=+20.9% B/S=195/169 (1.15)"
"2026-09-07 23:18:15,599",MOMENTUM_READING,,"2026-09-07 23:18:15,599 INFO   Reading 3: 5m=+20.9% B/S=195/169 (1.15)"
"2026-09-07 23:18:15,599",MOMENTUM_VERIFIED,,"2026-09-07 23:18:15,599 INFO   ✅ Momentum VERIFIED: 20.9→20.9→20.9 — ENTERING"
"2026-09-07 23:18:15,599",OTHER,,"2026-09-07 23:18:15,599 INFO ✅ MOMENTUM CONFIRMED via 3 readings — entering immediately"
"2026-09-07 23:18:15,844",ERROR,,"2026-09-07 23:18:15,844 ERROR Not enough ETH: 0.002813"
"2026-09-07 23:18:20,893",SCAN,,"2026-09-07 23:18:20,893 INFO Pumping candidates: 4"
"2026-09-07 23:18:20,894",PICK,PRISM,"2026-09-07 23:18:20,894 INFO PICK (WL): PRISM 5m=+20.9% B/S=195/169 liq=$28,607"
"2026-09-07 23:18:20,894",OTHER,,"2026-09-07 23:18:20,894 INFO ⏱ PRE-ENTRY: Studying PRISM momentum... (3 readings, 6s)"
"2026-09-07 23:18:23,914",MOMENTUM_READING,,"2026-09-07 23:18:23,914 INFO   Reading 2: 5m=+20.9% B/S=195/169 (1.15)"
"2026-09-07 23:18:26,930",MOMENTUM_READING,,"2026-09-07 23:18:26,930 INFO   Reading 3: 5m=+20.9% B/S=195/169 (1.15)"
"2026-09-07 23:18:26,930",MOMENTUM_VERIFIED,,"2026-09-07 23:18:26,930 INFO   ✅ Momentum VERIFIED: 20.9→20.9→20.9 — ENTERING"
"2026-09-07 23:18:26,930",OTHER,,"2026-09-07 23:18:26,930 INFO ✅ MOMENTUM CONFIRMED via 3 readings — entering immediately"
"2026-09-07 23:18:27,175",ERROR,,"2026-09-07 23:18:27,175 ERROR Not enough ETH: 0.002813"
"2026-09-07 23:18:32,504",SCAN,,"2026-09-07 23:18:32,504 INFO Pumping candidates: 3"
"2026-09-07 23:18:32,505",PICK,PRISM,"2026-09-07 23:18:32,505 INFO PICK (WL): PRISM 5m=+77.5% B/S=157/131 liq=$30,658"
"2026-09-07 23:18:32,505",OTHER,,"2026-09-07 23:18:32,505 INFO ⏱ PRE-ENTRY: Studying PRISM momentum... (3 readings, 6s)"
"2026-09-07 23:18:35,525",MOMENTUM_READING,,"2026-09-07 23:18:35,525 INFO   Reading 2: 5m=+20.9% B/S=195/169 (1.15)"
"2026-09-07 23:18:38,888",MOMENTUM_READING,,"2026-09-07 23:18:38,888 INFO   Reading 3: 5m=+77.5% B/S=157/131 (1.20)"
"2026-09-07 23:18:38,888",MOMENTUM_VERIFIED,,"2026-09-07 23:18:38,888 INFO   ✅ Momentum VERIFIED: 77.5→20.9→77.5 — ENTERING"
"2026-09-07 23:18:38,888",OTHER,,"2026-09-07 23:18:38,888 INFO ✅ MOMENTUM CONFIRMED via 3 readings — entering immediately"
"2026-09-07 23:18:39,130",ERROR,,"2026-09-07 23:18:39,130 ERROR Not enough ETH: 0.002813"
"2026-09-07 23:18:44,200",SCAN,,"2026-09-07 23:18:44,200 INFO Pumping candidates: 3"
"2026-09-07 23:18:44,201",PICK,PRISM,"2026-09-07 23:18:44,201 INFO PICK (WL): PRISM 5m=+77.5% B/S=157/131 liq=$30,658"
"2026-09-07 23:18:44,201",OTHER,,"2026-09-07 23:18:44,201 INFO ⏱ PRE-ENTRY: Studying PRISM momentum... (3 readings, 6s)"
"2026-09-07 23:18:47,216",MOMENTUM_READING,,"2026-09-07 23:18:47,216 INFO   Reading 2: 5m=+77.5% B/S=157/131 (1.20)"
"2026-09-07 23:18:50,232",MOMENTUM_READING,,"2026-09-07 23:18:50,232 INFO   Reading 3: 5m=+77.5% B/S=157/131 (1.20)"
"2026-09-07 23:18:50,232",MOMENTUM_VERIFIED,,"2026-09-07 23:18:50,232 INFO   ✅ Momentum VERIFIED: 77.5→77.5→77.5 — ENTERING"
"2026-09-07 23:18:50,232",OTHER,,"2026-09-07 23:18:50,232 INFO ✅ MOMENTUM CONFIRMED via 3 readings — entering immediately"
"2026-09-07 23:18:50,477",ERROR,,"2026-09-07 23:18:50,477 ERROR Not enough ETH: 0.002813"
"2026-09-07 23:18:55,531",SCAN,,"2026-09-07 23:18:55,531 INFO Pumping candidates: 3"
"2026-09-07 23:18:55,531",PICK,PRISM,"2026-09-07 23:18:55,531 INFO PICK (WL): PRISM 5m=+77.5% B/S=157/131 liq=$30,658"
"2026-09-07 23:18:55,531",OTHER,,"2026-09-07 23:18:55,531 INFO ⏱ PRE-ENTRY: Studying PRISM momentum... (3 readings, 6s)"
"2026-09-07 23:18:58,546",MOMENTUM_READING,,"2026-09-07 23:18:58,546 INFO   Reading 2: 5m=+77.5% B/S=157/131 (1.20)"
"2026-09-07 23:19:01,569",MOMENTUM_READING,,"2026-09-07 23:19:01,569 INFO   Reading 3: 5m=+77.5% B/S=157/131 (1.20)"
"2026-09-07 23:19:01,570",MOMENTUM_VERIFIED,,"2026-09-07 23:19:01,570 INFO   ✅ Momentum VERIFIED: 77.5→77.5→77.5 — ENTERING"
"2026-09-07 23:19:01,570",OTHER,,"2026-09-07 23:19:01,570 INFO ✅ MOMENTUM CONFIRMED via 3 readings — entering immediately"
"2026-09-07 23:19:01,814",ERROR,,"2026-09-07 23:19:01,814 ERROR Not enough ETH: 0.002813"
"2026-09-07 23:19:07,173",SCAN,,"2026-09-07 23:19:07,173 INFO Pumping candidates: 3"
"2026-09-07 23:19:07,174",PICK,PRISM,"2026-09-07 23:19:07,174 INFO PICK (WL): PRISM 5m=+95.8% B/S=180/153 liq=$32,215"
"2026-09-07 23:19:07,174",OTHER,,"2026-09-07 23:19:07,174 INFO ⏱ PRE-ENTRY: Studying PRISM momentum... (3 readings, 6s)"
"2026-09-07 23:19:10,267",MOMENTUM_READING,,"2026-09-07 23:19:10,267 INFO   Reading 2: 5m=+120.0% B/S=170/145 (1.17)"
"2026-09-07 23:19:13,282",MOMENTUM_READING,,"2026-09-07 23:19:13,282 INFO   Reading 3: 5m=+120.0% B/S=170/145 (1.17)"
"2026-09-07 23:19:13,282",MOMENTUM_VERIFIED,,"2026-09-07 23:19:13,282 INFO   ✅ Momentum VERIFIED: 95.8→120.0→120.0 — ENTERING"
"2026-09-07 23:19:13,282",OTHER,,"2026-09-07 23:19:13,282 INFO ✅ MOMENTUM CONFIRMED via 3 readings — entering immediately"
"2026-09-07 23:19:15,633",ERROR,,"2026-09-07 23:19:15,633 ERROR Not enough ETH: 0.002813"
"2026-09-07 23:19:20,681",SCAN,,"2026-09-07 23:19:20,681 INFO Pumping candidates: 3"
"2026-09-07 23:19:20,681",PICK,PRISM,"2026-09-07 23:19:20,681 INFO PICK (WL): PRISM 5m=+95.8% B/S=180/153 liq=$32,215"
"2026-09-07 23:19:20,681",OTHER,,"2026-09-07 23:19:20,681 INFO ⏱ PRE-ENTRY: Studying PRISM momentum... (3 readings, 6s)"
"2026-09-07 23:19:23,697",MOMENTUM_READING,,"2026-09-07 23:19:23,697 INFO   Reading 2: 5m=+120.0% B/S=170/145 (1.17)"
"2026-09-07 23:19:26,716",MOMENTUM_READING,,"2026-09-07 23:19:26,716 INFO   Reading 3: 5m=+120.0% B/S=170/145 (1.17)"
"2026-09-07 23:19:26,716",MOMENTUM_VERIFIED,,"2026-09-07 23:19:26,716 INFO   ✅ Momentum VERIFIED: 95.8→120.0→120.0 — ENTERING"
"2026-09-07 23:19:26,716",OTHER,,"2026-09-07 23:19:26,716 INFO ✅ MOMENTUM CONFIRMED via 3 readings — entering immediately"
"2026-09-07 23:19:26,958",ERROR,,"2026-09-07 23:19:26,958 ERROR Not enough ETH: 0.002813"
"2026-09-07 23:19:32,010",SCAN,,"2026-09-07 23:19:32,010 INFO Pumping candidates: 3"
"2026-09-07 23:19:32,010",PICK,PRISM,"2026-09-07 23:19:32,010 INFO PICK (WL): PRISM 5m=+95.8% B/S=180/153 liq=$32,215"
"2026-09-07 23:19:32,010",OTHER,,"2026-09-07 23:19:32,010 INFO ⏱ PRE-ENTRY: Studying PRISM momentum... (3 readings, 6s)"
"2026-09-07 23:19:35,027",MOMENTUM_READING,,"2026-09-07 23:19:35,027 INFO   Reading 2: 5m=+120.0% B/S=170/145 (1.17)"
"2026-09-07 23:19:38,045",MOMENTUM_READING,,"2026-09-07 23:19:38,045 INFO   Reading 3: 5m=+120.0% B/S=170/145 (1.17)"
"2026-09-07 23:19:38,045",MOMENTUM_VERIFIED,,"2026-09-07 23:19:38,045 INFO   ✅ Momentum VERIFIED: 95.8→120.0→120.0 — ENTERING"
"2026-09-07 23:19:38,045",OTHER,,"2026-09-07 23:19:38,045 INFO ✅ MOMENTUM CONFIRMED via 3 readings — entering immediately"
"2026-09-07 23:19:38,292",ERROR,,"2026-09-07 23:19:38,292 ERROR Not enough ETH: 0.002813"
"2026-09-07 23:19:43,625",SCAN,,"2026-09-07 23:19:43,625 INFO Pumping candidates: 2"
"2026-09-07 23:19:43,625",PICK,PRISM,"2026-09-07 23:19:43,625 INFO PICK (WL): PRISM 5m=+32.6% B/S=137/111 liq=$32,468"
"2026-09-07 23:19:43,625",OTHER,,"2026-09-07 23:19:43,625 INFO ⏱ PRE-ENTRY: Studying PRISM momentum... (3 readings, 6s)"
"2026-09-07 23:19:46,641",MOMENTUM_READING,,"2026-09-07 23:19:46,641 INFO   Reading 2: 5m=+30.4% B/S=128/107 (1.20)"
"2026-09-07 23:19:49,657",MOMENTUM_READING,,"2026-09-07 23:19:49,657 INFO   Reading 3: 5m=+30.4% B/S=128/107 (1.20)"
"2026-09-07 23:19:49,657",MOMENTUM_VERIFIED,,"2026-09-07 23:19:49,657 INFO   ✅ Momentum VERIFIED: 32.6→30.4→30.4 — ENTERING"
"2026-09-07 23:19:49,657",OTHER,,"2026-09-07 23:19:49,657 INFO ✅ MOMENTUM CONFIRMED via 3 readings — entering immediately"
"2026-09-07 23:19:52,459",ERROR,,"2026-09-07 23:19:52,459 ERROR Not enough ETH: 0.002813"
"2026-09-07 23:19:57,781",SCAN,,"2026-09-07 23:19:57,781 INFO Pumping candidates: 2"
"2026-09-07 23:19:57,782",PICK,PRISM,"2026-09-07 23:19:57,782 INFO PICK (WL): PRISM 5m=+50.5% B/S=152/122 liq=$34,540"
"2026-09-07 23:19:57,782",OTHER,,"2026-09-07 23:19:57,782 INFO ⏱ PRE-ENTRY: Studying PRISM momentum... (3 readings, 6s)"
"2026-09-07 23:20:00,799",MOMENTUM_READING,,"2026-09-07 23:20:00,799 INFO   Reading 2: 5m=+30.4% B/S=128/107 (1.20)"
"2026-09-07 23:20:03,819",MOMENTUM_READING,,"2026-09-07 23:20:03,819 INFO   Reading 3: 5m=+30.4% B/S=128/107 (1.20)"
"2026-09-07 23:20:03,819",MOMENTUM_VERIFIED,,"2026-09-07 23:20:03,819 INFO   ✅ Momentum VERIFIED: 50.5→30.4→30.4 — ENTERING"
"2026-09-07 23:20:03,819",OTHER,,"2026-09-07 23:20:03,819 INFO ✅ MOMENTUM CONFIRMED via 3 readings — entering immediately"
"2026-09-07 23:20:04,063",ERROR,,"2026-09-07 23:20:04,063 ERROR Not enough ETH: 0.002813"
"2026-09-07 23:20:09,121",SCAN,,"2026-09-07 23:20:09,121 INFO Pumping candidates: 2"
"2026-09-07 23:20:09,121",PICK,PRISM,"2026-09-07 23:20:09,121 INFO PICK (WL): PRISM 5m=+50.5% B/S=152/122 liq=$34,540"
"2026-09-07 23:20:09,121",OTHER,,"2026-09-07 23:20:09,121 INFO ⏱ PRE-ENTRY: Studying PRISM momentum... (3 readings, 6s)"
"2026-09-07 23:20:12,376",MOMENTUM_READING,,"2026-09-07 23:20:12,376 INFO   Reading 2: 5m=+50.5% B/S=152/122 (1.25)"
"2026-09-07 23:20:15,393",MOMENTUM_READING,,"2026-09-07 23:20:15,393 INFO   Reading 3: 5m=+50.5% B/S=152/122 (1.25)"
"2026-09-07 23:20:15,393",MOMENTUM_VERIFIED,,"2026-09-07 23:20:15,393 INFO   ✅ Momentum VERIFIED: 50.5→50.5→50.5 — ENTERING"
"2026-09-07 23:20:15,393",OTHER,,"2026-09-07 23:20:15,393 INFO ✅ MOMENTUM CONFIRMED via 3 readings — entering immediately"
"2026-09-07 23:20:15,647",ERROR,,"2026-09-07 23:20:15,647 ERROR Not enough ETH: 0.002813"
"2026-09-07 23:20:20,692",SCAN,,"2026-09-07 23:20:20,692 INFO Pumping candidates: 2"
"2026-09-07 23:20:20,692",PICK,PRISM,"2026-09-07 23:20:20,692 INFO PICK (WL): PRISM 5m=+50.5% B/S=152/122 liq=$34,540"
"2026-09-07 23:20:20,693",OTHER,,"2026-09-07 23:20:20,693 INFO ⏱ PRE-ENTRY: Studying PRISM momentum... (3 readings, 6s)"
"2026-09-07 23:20:23,714",MOMENTUM_READING,,"2026-09-07 23:20:23,714 INFO   Reading 2: 5m=+50.5% B/S=152/122 (1.25)"
"2026-09-07 23:20:26,729",MOMENTUM_READING,,"2026-09-07 23:20:26,729 INFO   Reading 3: 5m=+50.5% B/S=152/122 (1.25)"
"2026-09-07 23:20:26,730",MOMENTUM_VERIFIED,,"2026-09-07 23:20:26,730 INFO   ✅ Momentum VERIFIED: 50.5→50.5→50.5 — ENTERING"
"2026-09-07 23:20:26,730",OTHER,,"2026-09-07 23:20:26,730 INFO ✅ MOMENTUM CONFIRMED via 3 readings — entering immediately"
"2026-09-07 23:20:26,975",ERROR,,"2026-09-07 23:20:26,975 ERROR Not enough ETH: 0.002813"
"2026-09-07 23:20:32,288",SCAN,,"2026-09-07 23:20:32,288 INFO Pumping candidates: 3"
"2026-09-07 23:20:32,288",PICK,PRISM,"2026-09-07 23:20:32,288 INFO PICK (WL): PRISM 5m=+16.3% B/S=124/109 liq=$34,200"
"2026-09-07 23:20:32,288",OTHER,,"2026-09-07 23:20:32,288 INFO ⏱ PRE-ENTRY: Studying PRISM momentum... (3 readings, 6s)"
"2026-09-07 23:20:35,306",MOMENTUM_READING,,"2026-09-07 23:20:35,306 INFO   Reading 2: 5m=+50.5% B/S=152/122 (1.25)"
"2026-09-07 23:20:38,325",MOMENTUM_READING,,"2026-09-07 23:20:38,325 INFO   Reading 3: 5m=+50.5% B/S=152/122 (1.25)"
"2026-09-07 23:20:38,325",MOMENTUM_VERIFIED,,"2026-09-07 23:20:38,325 INFO   ✅ Momentum VERIFIED: 16.3→50.5→50.5 — ENTERING"
"2026-09-07 23:20:38,325",OTHER,,"2026-09-07 23:20:38,325 INFO ✅ MOMENTUM CONFIRMED via 3 readings — entering immediately"
"2026-09-07 23:20:38,569",ERROR,,"2026-09-07 23:20:38,569 ERROR Not enough ETH: 0.002813"
"2026-09-07 23:20:43,619",SCAN,,"2026-09-07 23:20:43,619 INFO Pumping candidates: 3"
"2026-09-07 23:20:43,619",PICK,PRISM,"2026-09-07 23:20:43,619 INFO PICK (WL): PRISM 5m=+16.3% B/S=124/109 liq=$34,200"
"2026-09-07 23:20:43,620",OTHER,,"2026-09-07 23:20:43,620 INFO ⏱ PRE-ENTRY: Studying PRISM momentum... (3 readings, 6s)"
"2026-09-07 23:20:46,639",MOMENTUM_READING,,"2026-09-07 23:20:46,639 INFO   Reading 2: 5m=+16.3% B/S=124/109 (1.14)"
"2026-09-07 23:20:49,655",MOMENTUM_READING,,"2026-09-07 23:20:49,655 INFO   Reading 3: 5m=+16.3% B/S=124/109 (1.14)"
"2026-09-07 23:20:49,655",MOMENTUM_VERIFIED,,"2026-09-07 23:20:49,655 INFO   ✅ Momentum VERIFIED: 16.3→16.3→16.3 — ENTERING"
"2026-09-07 23:20:49,655",OTHER,,"2026-09-07 23:20:49,655 INFO ✅ MOMENTUM CONFIRMED via 3 readings — entering immediately"
"2026-09-07 23:20:49,929",ERROR,,"2026-09-07 23:20:49,929 ERROR Not enough ETH: 0.002813"
"2026-09-07 23:20:54,986",SCAN,,"2026-09-07 23:20:54,986 INFO Pumping candidates: 3"
"2026-09-07 23:20:54,986",PICK,PRISM,"2026-09-07 23:20:54,986 INFO PICK (WL): PRISM 5m=+16.3% B/S=124/109 liq=$34,200"
"2026-09-07 23:20:54,986",OTHER,,"2026-09-07 23:20:54,986 INFO ⏱ PRE-ENTRY: Studying PRISM momentum... (3 readings, 6s)"
"2026-09-07 23:20:58,005",MOMENTUM_READING,,"2026-09-07 23:20:58,005 INFO   Reading 2: 5m=+16.3% B/S=124/109 (1.14)"
"2026-09-07 23:21:01,024",MOMENTUM_READING,,"2026-09-07 23:21:01,024 INFO   Reading 3: 5m=+16.3% B/S=124/109 (1.14)"
"2026-09-07 23:21:01,024",MOMENTUM_VERIFIED,,"2026-09-07 23:21:01,024 INFO   ✅ Momentum VERIFIED: 16.3→16.3→16.3 — ENTERING"
"2026-09-07 23:21:01,024",OTHER,,"2026-09-07 23:21:01,024 INFO ✅ MOMENTUM CONFIRMED via 3 readings — entering immediately"
"2026-09-07 23:21:01,269",ERROR,,"2026-09-07 23:21:01,269 ERROR Not enough ETH: 0.002813"
"2026-09-07 23:21:06,611",SCAN,,"2026-09-07 23:21:06,611 INFO Pumping candidates: 3"
"2026-09-07 23:21:06,611",PICK,PRISM,"2026-09-07 23:21:06,611 INFO PICK (WL): PRISM 5m=+16.3% B/S=124/109 liq=$34,200"
"2026-09-07 23:21:06,612",OTHER,,"2026-09-07 23:21:06,612 INFO ⏱ PRE-ENTRY: Studying PRISM momentum... (3 readings, 6s)"
"2026-09-07 23:21:09,630",MOMENTUM_READING,,"2026-09-07 23:21:09,630 INFO   Reading 2: 5m=+16.3% B/S=124/109 (1.14)"
"2026-09-07 23:21:12,645",MOMENTUM_READING,,"2026-09-07 23:21:12,645 INFO   Reading 3: 5m=-8.1% B/S=127/118 (1.08)"
"2026-09-07 23:21:12,645",MOMENTUM_DIED,,"2026-09-07 23:21:12,645 WARNING   Momentum DIED during observation (-8.1%) — ABORT"
"2026-09-07 23:21:12,645",SKIP,,"2026-09-07 23:21:12,645 INFO SKIP PRISM — momentum not verified"
"2026-09-07 23:21:17,689",SCAN,,"2026-09-07 23:21:17,689 INFO Pumping candidates: 3"
"2026-09-07 23:21:17,689",PICK,PRISM,"2026-09-07 23:21:17,689 INFO PICK (WL): PRISM 5m=+16.3% B/S=124/109 liq=$34,200"
"2026-09-07 23:21:17,689",OTHER,,"2026-09-07 23:21:17,689 INFO ⏱ PRE-ENTRY: Studying PRISM momentum... (3 readings, 6s)"
"2026-09-07 23:21:20,709",MOMENTUM_READING,,"2026-09-07 23:21:20,709 INFO   Reading 2: 5m=-8.1% B/S=127/118 (1.08)"
"2026-09-07 23:21:20,709",MOMENTUM_DIED,,"2026-09-07 23:21:20,709 WARNING   Momentum DIED during observation (-8.1%) — ABORT"
"2026-09-07 23:21:20,709",SKIP,,"2026-09-07 23:21:20,709 INFO SKIP PRISM — momentum not verified"
"2026-09-07 23:21:25,761",SCAN,,"2026-09-07 23:21:25,761 INFO Pumping candidates: 3"
"2026-09-07 23:21:25,761",PICK,PRISM,"2026-09-07 23:21:25,761 INFO PICK (WL): PRISM 5m=+16.3% B/S=124/109 liq=$34,200"
"2026-09-07 23:21:25,761",OTHER,,"2026-09-07 23:21:25,761 INFO ⏱ PRE-ENTRY: Studying PRISM momentum... (3 readings, 6s)"
"2026-09-07 23:21:28,777",MOMENTUM_READING,,"2026-09-07 23:21:28,777 INFO   Reading 2: 5m=-8.1% B/S=127/118 (1.08)"
"2026-09-07 23:21:28,777",MOMENTUM_DIED,,"2026-09-07 23:21:28,777 WARNING   Momentum DIED during observation (-8.1%) — ABORT"
"2026-09-07 23:21:28,777",SKIP,,"2026-09-07 23:21:28,777 INFO SKIP PRISM — momentum not verified"
"2026-09-07 23:21:33,829",SCAN,,"2026-09-07 23:21:33,829 INFO Pumping candidates: 3"
"2026-09-07 23:21:33,829",PICK,PRISM,"2026-09-07 23:21:33,829 INFO PICK (WL): PRISM 5m=+16.3% B/S=124/109 liq=$34,200"
"2026-09-07 23:21:33,829",OTHER,,"2026-09-07 23:21:33,829 INFO ⏱ PRE-ENTRY: Studying PRISM momentum... (3 readings, 6s)"
"2026-09-07 23:21:36,848",MOMENTUM_READING,,"2026-09-07 23:21:36,848 INFO   Reading 2: 5m=-8.1% B/S=127/118 (1.08)"
"2026-09-07 23:21:36,848",MOMENTUM_DIED,,"2026-09-07 23:21:36,848 WARNING   Momentum DIED during observation (-8.1%) — ABORT"
"2026-09-07 23:21:36,848",SKIP,,"2026-09-07 23:21:36,848 INFO SKIP PRISM — momentum not verified"
"2026-09-07 23:21:42,159",SCAN,,"2026-09-07 23:21:42,159 INFO Pumping candidates: 3"
"2026-09-07 23:21:42,160",PICK,PRISM,"2026-09-07 23:21:42,160 INFO PICK (WL): PRISM 5m=+44.5% B/S=117/86 liq=$32,609"
"2026-09-07 23:21:42,160",OTHER,,"2026-09-07 23:21:42,160 INFO ⏱ PRE-ENTRY: Studying PRISM momentum... (3 readings, 6s)"
"2026-09-07 23:21:45,176",MOMENTUM_READING,,"2026-09-07 23:21:45,176 INFO   Reading 2: 5m=+44.5% B/S=117/86 (1.36)"
"2026-09-07 23:21:48,192",MOMENTUM_READING,,"2026-09-07 23:21:48,192 INFO   Reading 3: 5m=+44.5% B/S=117/86 (1.36)"
"2026-09-07 23:21:48,193",MOMENTUM_VERIFIED,,"2026-09-07 23:21:48,193 INFO   ✅ Momentum VERIFIED: 44.5→44.5→44.5 — ENTERING"
"2026-09-07 23:21:48,193",OTHER,,"2026-09-07 23:21:48,193 INFO ✅ MOMENTUM CONFIRMED via 3 readings — entering immediately"
"2026-09-07 23:21:48,434",ERROR,,"2026-09-07 23:21:48,434 ERROR Not enough ETH: 0.002813"
"2026-09-07 23:21:53,511",SCAN,,"2026-09-07 23:21:53,511 INFO Pumping candidates: 3"
"2026-09-07 23:21:53,511",PICK,PRISM,"2026-09-07 23:21:53,511 INFO PICK (WL): PRISM 5m=+44.5% B/S=117/86 liq=$32,609"
"2026-09-07 23:21:53,511",OTHER,,"2026-09-07 23:21:53,511 INFO ⏱ PRE-ENTRY: Studying PRISM momentum... (3 readings, 6s)"
"2026-09-07 23:21:56,527",MOMENTUM_READING,,"2026-09-07 23:21:56,527 INFO   Reading 2: 5m=+44.5% B/S=117/86 (1.36)"
"2026-09-07 23:21:59,547",MOMENTUM_READING,,"2026-09-07 23:21:59,547 INFO   Reading 3: 5m=+44.5% B/S=117/86 (1.36)"
"2026-09-07 23:21:59,548",MOMENTUM_VERIFIED,,"2026-09-07 23:21:59,548 INFO   ✅ Momentum VERIFIED: 44.5→44.5→44.5 — ENTERING"
"2026-09-07 23:21:59,548",OTHER,,"2026-09-07 23:21:59,548 INFO ✅ MOMENTUM CONFIRMED via 3 readings — entering immediately"
"2026-09-07 23:21:59,789",ERROR,,"2026-09-07 23:21:59,789 ERROR Not enough ETH: 0.002813"
"2026-09-07 23:22:04,840",SCAN,,"2026-09-07 23:22:04,840 INFO Pumping candidates: 3"
"2026-09-07 23:22:04,840",PICK,PRISM,"2026-09-07 23:22:04,840 INFO PICK (WL): PRISM 5m=+44.5% B/S=117/86 liq=$32,609"
"2026-09-07 23:22:04,840",OTHER,,"2026-09-07 23:22:04,840 INFO ⏱ PRE-ENTRY: Studying PRISM momentum... (3 readings, 6s)"
"2026-09-07 23:22:07,855",MOMENTUM_READING,,"2026-09-07 23:22:07,855 INFO   Reading 2: 5m=+44.5% B/S=117/86 (1.36)"
"2026-09-07 23:22:10,875",MOMENTUM_READING,,"2026-09-07 23:22:10,875 INFO   Reading 3: 5m=+44.5% B/S=117/86 (1.36)"
"2026-09-07 23:22:10,875",MOMENTUM_VERIFIED,,"2026-09-07 23:22:10,875 INFO   ✅ Momentum VERIFIED: 44.5→44.5→44.5 — ENTERING"
"2026-09-07 23:22:10,875",OTHER,,"2026-09-07 23:22:10,875 INFO ✅ MOMENTUM CONFIRMED via 3 readings — entering immediately"
"2026-09-07 23:22:11,120",ERROR,,"2026-09-07 23:22:11,120 ERROR Not enough ETH: 0.002813"
"2026-09-07 23:22:16,449",SCAN,,"2026-09-07 23:22:16,449 INFO Pumping candidates: 4"
"2026-09-07 23:22:16,449",PICK,PRISM,"2026-09-07 23:22:16,449 INFO PICK (WL): PRISM 5m=+38.4% B/S=127/92 liq=$31,917"
"2026-09-07 23:22:16,449",OTHER,,"2026-09-07 23:22:16,449 INFO ⏱ PRE-ENTRY: Studying PRISM momentum... (3 readings, 6s)"
"2026-09-07 23:22:19,468",MOMENTUM_READING,,"2026-09-07 23:22:19,468 INFO   Reading 2: 5m=+38.4% B/S=127/92 (1.38)"
"2026-09-07 23:22:22,484",MOMENTUM_READING,,"2026-09-07 23:22:22,484 INFO   Reading 3: 5m=+38.4% B/S=127/92 (1.38)"
"2026-09-07 23:22:22,484",MOMENTUM_VERIFIED,,"2026-09-07 23:22:22,484 INFO   ✅ Momentum VERIFIED: 38.4→38.4→38.4 — ENTERING"
"2026-09-07 23:22:22,484",OTHER,,"2026-09-07 23:22:22,484 INFO ✅ MOMENTUM CONFIRMED via 3 readings — entering immediately"
"2026-09-07 23:22:22,734",ERROR,,"2026-09-07 23:22:22,734 ERROR Not enough ETH: 0.002813"
"2026-09-07 23:22:27,784",SCAN,,"2026-09-07 23:22:27,784 INFO Pumping candidates: 4"
"2026-09-07 23:22:27,784",PICK,PRISM,"2026-09-07 23:22:27,784 INFO PICK (WL): PRISM 5m=+38.4% B/S=127/92 liq=$31,917"
"2026-09-07 23:22:27,785",OTHER,,"2026-09-07 23:22:27,785 INFO ⏱ PRE-ENTRY: Studying PRISM momentum... (3 readings, 6s)"
"2026-09-07 23:22:30,800",MOMENTUM_READING,,"2026-09-07 23:22:30,800 INFO   Reading 2: 5m=+38.4% B/S=127/92 (1.38)"
"2026-09-07 23:22:33,819",MOMENTUM_READING,,"2026-09-07 23:22:33,819 INFO   Reading 3: 5m=+38.4% B/S=127/92 (1.38)"
"2026-09-07 23:22:33,820",MOMENTUM_VERIFIED,,"2026-09-07 23:22:33,820 INFO   ✅ Momentum VERIFIED: 38.4→38.4→38.4 — ENTERING"
"2026-09-07 23:22:33,820",OTHER,,"2026-09-07 23:22:33,820 INFO ✅ MOMENTUM CONFIRMED via 3 readings — entering immediately"
"2026-09-07 23:22:34,066",ERROR,,"2026-09-07 23:22:34,066 ERROR Not enough ETH: 0.002813"
"2026-09-07 23:22:39,117",SCAN,,"2026-09-07 23:22:39,117 INFO Pumping candidates: 4"
