timestamp,event_type,token,raw_log_line
"2026-09-08 03:28:42,882",ERROR,,"2026-09-08 03:28:42,882 ERROR Not enough ETH: 0.002063"
"2026-09-08 03:28:48,267",SCAN,,"2026-09-08 03:28:48,267 INFO Pumping candidates: 3"
"2026-09-08 03:28:48,267",PICK,HOUND,"2026-09-08 03:28:48,267 INFO PICK (WL): HOUND 5m=+177.0% B/S=305/246 liq=$27,337"
"2026-09-08 03:28:48,267",OTHER,,"2026-09-08 03:28:48,267 INFO ⏱ PRE-ENTRY: Studying HOUND momentum... (3 readings, 6s)"
"2026-09-08 03:28:51,297",MOMENTUM_READING,,"2026-09-08 03:28:51,297 INFO   Reading 2: 5m=+224.0% B/S=281/220 (1.28)"
"2026-09-08 03:28:54,319",MOMENTUM_READING,,"2026-09-08 03:28:54,319 INFO   Reading 3: 5m=+224.0% B/S=281/220 (1.28)"
"2026-09-08 03:28:54,320",MOMENTUM_VERIFIED,,"2026-09-08 03:28:54,320 INFO   ✅ Momentum VERIFIED: 177.0→224.0→224.0 — ENTERING"
"2026-09-08 03:28:54,320",OTHER,,"2026-09-08 03:28:54,320 INFO ✅ MOMENTUM CONFIRMED via 3 readings — entering immediately"
"2026-09-08 03:28:54,569",ERROR,,"2026-09-08 03:28:54,569 ERROR Not enough ETH: 0.002063"
"2026-09-08 03:28:59,645",SCAN,,"2026-09-08 03:28:59,645 INFO Pumping candidates: 3"
"2026-09-08 03:28:59,646",PICK,HOUND,"2026-09-08 03:28:59,646 INFO PICK (WL): HOUND 5m=+177.0% B/S=305/246 liq=$27,337"
"2026-09-08 03:28:59,646",OTHER,,"2026-09-08 03:28:59,646 INFO ⏱ PRE-ENTRY: Studying HOUND momentum... (3 readings, 6s)"
"2026-09-08 03:29:02,666",MOMENTUM_READING,,"2026-09-08 03:29:02,666 INFO   Reading 2: 5m=+177.0% B/S=305/246 (1.24)"
"2026-09-08 03:29:05,688",MOMENTUM_READING,,"2026-09-08 03:29:05,688 INFO   Reading 3: 5m=+177.0% B/S=305/246 (1.24)"
"2026-09-08 03:29:05,688",MOMENTUM_VERIFIED,,"2026-09-08 03:29:05,688 INFO   ✅ Momentum VERIFIED: 177.0→177.0→177.0 — ENTERING"
"2026-09-08 03:29:05,688",OTHER,,"2026-09-08 03:29:05,688 INFO ✅ MOMENTUM CONFIRMED via 3 readings — entering immediately"
"2026-09-08 03:29:05,945",ERROR,,"2026-09-08 03:29:05,945 ERROR Not enough ETH: 0.002063"
"2026-09-08 03:29:11,016",SCAN,,"2026-09-08 03:29:11,016 INFO Pumping candidates: 3"
"2026-09-08 03:29:11,016",PICK,HOUND,"2026-09-08 03:29:11,016 INFO PICK (WL): HOUND 5m=+177.0% B/S=305/246 liq=$27,337"
"2026-09-08 03:29:11,017",OTHER,,"2026-09-08 03:29:11,017 INFO ⏱ PRE-ENTRY: Studying HOUND momentum... (3 readings, 6s)"
"2026-09-08 03:29:14,034",MOMENTUM_READING,,"2026-09-08 03:29:14,034 INFO   Reading 2: 5m=+177.0% B/S=305/246 (1.24)"
"2026-09-08 03:29:17,051",MOMENTUM_READING,,"2026-09-08 03:29:17,051 INFO   Reading 3: 5m=+177.0% B/S=305/246 (1.24)"
"2026-09-08 03:29:17,051",MOMENTUM_VERIFIED,,"2026-09-08 03:29:17,051 INFO   ✅ Momentum VERIFIED: 177.0→177.0→177.0 — ENTERING"
"2026-09-08 03:29:17,051",OTHER,,"2026-09-08 03:29:17,051 INFO ✅ MOMENTUM CONFIRMED via 3 readings — entering immediately"
"2026-09-08 03:29:17,308",ERROR,,"2026-09-08 03:29:17,308 ERROR Not enough ETH: 0.002063"
"2026-09-08 03:29:22,753",SCAN,,"2026-09-08 03:29:22,753 INFO Pumping candidates: 3"
"2026-09-08 03:29:22,753",PICK,HOUND,"2026-09-08 03:29:22,753 INFO PICK (WL): HOUND 5m=+153.0% B/S=337/274 liq=$26,228"
"2026-09-08 03:29:22,753",OTHER,,"2026-09-08 03:29:22,753 INFO ⏱ PRE-ENTRY: Studying HOUND momentum... (3 readings, 6s)"
"2026-09-08 03:29:25,775",MOMENTUM_READING,,"2026-09-08 03:29:25,775 INFO   Reading 2: 5m=+177.0% B/S=305/246 (1.24)"
"2026-09-08 03:29:28,795",MOMENTUM_READING,,"2026-09-08 03:29:28,795 INFO   Reading 3: 5m=+177.0% B/S=305/246 (1.24)"
"2026-09-08 03:29:28,795",MOMENTUM_VERIFIED,,"2026-09-08 03:29:28,795 INFO   ✅ Momentum VERIFIED: 153.0→177.0→177.0 — ENTERING"
"2026-09-08 03:29:28,795",OTHER,,"2026-09-08 03:29:28,795 INFO ✅ MOMENTUM CONFIRMED via 3 readings — entering immediately"
"2026-09-08 03:29:29,054",ERROR,,"2026-09-08 03:29:29,054 ERROR Not enough ETH: 0.002063"
"2026-09-08 03:29:34,117",SCAN,,"2026-09-08 03:29:34,117 INFO Pumping candidates: 3"
"2026-09-08 03:29:34,118",PICK,HOUND,"2026-09-08 03:29:34,118 INFO PICK (WL): HOUND 5m=+153.0% B/S=337/274 liq=$26,228"
"2026-09-08 03:29:34,118",OTHER,,"2026-09-08 03:29:34,118 INFO ⏱ PRE-ENTRY: Studying HOUND momentum... (3 readings, 6s)"
"2026-09-08 03:29:37,160",MOMENTUM_READING,,"2026-09-08 03:29:37,160 INFO   Reading 2: 5m=+110.0% B/S=266/247 (1.08)"
"2026-09-08 03:29:40,174",MOMENTUM_READING,,"2026-09-08 03:29:40,174 INFO   Reading 3: 5m=+110.0% B/S=266/247 (1.08)"
"2026-09-08 03:29:40,174",MOMENTUM_VERIFIED,,"2026-09-08 03:29:40,174 INFO   ✅ Momentum VERIFIED: 153.0→110.0→110.0 — ENTERING"
"2026-09-08 03:29:40,175",OTHER,,"2026-09-08 03:29:40,175 INFO ✅ MOMENTUM CONFIRMED via 3 readings — entering immediately"
"2026-09-08 03:29:40,430",ERROR,,"2026-09-08 03:29:40,430 ERROR Not enough ETH: 0.002063"
"2026-09-08 03:29:45,493",SCAN,,"2026-09-08 03:29:45,493 INFO Pumping candidates: 3"
"2026-09-08 03:29:45,493",PICK,HOUND,"2026-09-08 03:29:45,493 INFO PICK (WL): HOUND 5m=+153.0% B/S=337/274 liq=$26,228"
"2026-09-08 03:29:45,493",OTHER,,"2026-09-08 03:29:45,493 INFO ⏱ PRE-ENTRY: Studying HOUND momentum... (3 readings, 6s)"
"2026-09-08 03:29:48,515",MOMENTUM_READING,,"2026-09-08 03:29:48,515 INFO   Reading 2: 5m=+110.0% B/S=266/247 (1.08)"
"2026-09-08 03:29:51,533",MOMENTUM_READING,,"2026-09-08 03:29:51,533 INFO   Reading 3: 5m=+110.0% B/S=266/247 (1.08)"
"2026-09-08 03:29:51,533",MOMENTUM_VERIFIED,,"2026-09-08 03:29:51,533 INFO   ✅ Momentum VERIFIED: 153.0→110.0→110.0 — ENTERING"
"2026-09-08 03:29:51,533",OTHER,,"2026-09-08 03:29:51,533 INFO ✅ MOMENTUM CONFIRMED via 3 readings — entering immediately"
"2026-09-08 03:29:51,792",ERROR,,"2026-09-08 03:29:51,792 ERROR Not enough ETH: 0.002063"
"2026-09-08 03:29:57,138",SCAN,,"2026-09-08 03:29:57,138 INFO Pumping candidates: 3"
"2026-09-08 03:29:57,138",PICK,HOUND,"2026-09-08 03:29:57,138 INFO PICK (WL): HOUND 5m=+208.0% B/S=309/276 liq=$31,746"
"2026-09-08 03:29:57,138",OTHER,,"2026-09-08 03:29:57,138 INFO ⏱ PRE-ENTRY: Studying HOUND momentum... (3 readings, 6s)"
"2026-09-08 03:30:00,169",MOMENTUM_READING,,"2026-09-08 03:30:00,169 INFO   Reading 2: 5m=+110.0% B/S=266/247 (1.08)"
"2026-09-08 03:30:03,190",MOMENTUM_READING,,"2026-09-08 03:30:03,190 INFO   Reading 3: 5m=+214.0% B/S=347/306 (1.13)"
"2026-09-08 03:30:03,190",MOMENTUM_VERIFIED,,"2026-09-08 03:30:03,190 INFO   ✅ Momentum VERIFIED: 208.0→110.0→214.0 — ENTERING"
"2026-09-08 03:30:03,190",OTHER,,"2026-09-08 03:30:03,190 INFO ✅ MOMENTUM CONFIRMED via 3 readings — entering immediately"
"2026-09-08 03:30:03,447",ERROR,,"2026-09-08 03:30:03,447 ERROR Not enough ETH: 0.002063"
"2026-09-08 03:30:08,782",SCAN,,"2026-09-08 03:30:08,782 INFO Pumping candidates: 3"
"2026-09-08 03:30:08,782",PICK,HOUND,"2026-09-08 03:30:08,782 INFO PICK (WL): HOUND 5m=+214.0% B/S=347/306 liq=$31,973"
"2026-09-08 03:30:08,782",OTHER,,"2026-09-08 03:30:08,782 INFO ⏱ PRE-ENTRY: Studying HOUND momentum... (3 readings, 6s)"
"2026-09-08 03:30:11,801",MOMENTUM_READING,,"2026-09-08 03:30:11,801 INFO   Reading 2: 5m=+214.0% B/S=347/306 (1.13)"
"2026-09-08 03:30:14,819",MOMENTUM_READING,,"2026-09-08 03:30:14,819 INFO   Reading 3: 5m=+214.0% B/S=347/306 (1.13)"
"2026-09-08 03:30:14,819",MOMENTUM_VERIFIED,,"2026-09-08 03:30:14,819 INFO   ✅ Momentum VERIFIED: 214.0→214.0→214.0 — ENTERING"
"2026-09-08 03:30:14,819",OTHER,,"2026-09-08 03:30:14,819 INFO ✅ MOMENTUM CONFIRMED via 3 readings — entering immediately"
"2026-09-08 03:30:15,074",ERROR,,"2026-09-08 03:30:15,074 ERROR Not enough ETH: 0.002063"
"2026-09-08 03:30:20,133",SCAN,,"2026-09-08 03:30:20,133 INFO Pumping candidates: 3"
"2026-09-08 03:30:20,133",PICK,HOUND,"2026-09-08 03:30:20,133 INFO PICK (WL): HOUND 5m=+214.0% B/S=347/306 liq=$31,973"
"2026-09-08 03:30:20,134",OTHER,,"2026-09-08 03:30:20,134 INFO ⏱ PRE-ENTRY: Studying HOUND momentum... (3 readings, 6s)"
"2026-09-08 03:30:23,160",MOMENTUM_READING,,"2026-09-08 03:30:23,160 INFO   Reading 2: 5m=+214.0% B/S=347/306 (1.13)"
"2026-09-08 03:30:26,175",MOMENTUM_READING,,"2026-09-08 03:30:26,175 INFO   Reading 3: 5m=+214.0% B/S=347/306 (1.13)"
"2026-09-08 03:30:26,176",MOMENTUM_VERIFIED,,"2026-09-08 03:30:26,176 INFO   ✅ Momentum VERIFIED: 214.0→214.0→214.0 — ENTERING"
"2026-09-08 03:30:26,176",OTHER,,"2026-09-08 03:30:26,176 INFO ✅ MOMENTUM CONFIRMED via 3 readings — entering immediately"
"2026-09-08 03:30:26,431",ERROR,,"2026-09-08 03:30:26,431 ERROR Not enough ETH: 0.002063"
"2026-09-08 03:30:31,498",SCAN,,"2026-09-08 03:30:31,498 INFO Pumping candidates: 3"
"2026-09-08 03:30:31,498",PICK,HOUND,"2026-09-08 03:30:31,498 INFO PICK (WL): HOUND 5m=+214.0% B/S=347/306 liq=$31,973"
"2026-09-08 03:30:31,498",OTHER,,"2026-09-08 03:30:31,498 INFO ⏱ PRE-ENTRY: Studying HOUND momentum... (3 readings, 6s)"
"2026-09-08 03:30:34,518",MOMENTUM_READING,,"2026-09-08 03:30:34,518 INFO   Reading 2: 5m=+53.2% B/S=270/246 (1.10)"
"2026-09-08 03:30:37,537",MOMENTUM_READING,,"2026-09-08 03:30:37,537 INFO   Reading 3: 5m=+53.2% B/S=270/246 (1.10)"
"2026-09-08 03:30:37,537",MOMENTUM_VERIFIED,,"2026-09-08 03:30:37,537 INFO   ✅ Momentum VERIFIED: 214.0→53.2→53.2 — ENTERING"
"2026-09-08 03:30:37,537",OTHER,,"2026-09-08 03:30:37,537 INFO ✅ MOMENTUM CONFIRMED via 3 readings — entering immediately"
"2026-09-08 03:30:37,793",ERROR,,"2026-09-08 03:30:37,793 ERROR Not enough ETH: 0.002063"
"2026-09-08 03:30:43,102",SCAN,,"2026-09-08 03:30:43,102 INFO Pumping candidates: 4"
"2026-09-08 03:30:43,102",PICK,HOUND,"2026-09-08 03:30:43,102 INFO PICK (WL): HOUND 5m=+53.2% B/S=270/246 liq=$29,960"
"2026-09-08 03:30:43,103",OTHER,,"2026-09-08 03:30:43,103 INFO ⏱ PRE-ENTRY: Studying HOUND momentum... (3 readings, 6s)"
"2026-09-08 03:30:46,120",MOMENTUM_READING,,"2026-09-08 03:30:46,120 INFO   Reading 2: 5m=+53.2% B/S=270/246 (1.10)"
"2026-09-08 03:30:49,136",MOMENTUM_READING,,"2026-09-08 03:30:49,136 INFO   Reading 3: 5m=+53.2% B/S=270/246 (1.10)"
"2026-09-08 03:30:49,136",MOMENTUM_VERIFIED,,"2026-09-08 03:30:49,136 INFO   ✅ Momentum VERIFIED: 53.2→53.2→53.2 — ENTERING"
"2026-09-08 03:30:49,136",OTHER,,"2026-09-08 03:30:49,136 INFO ✅ MOMENTUM CONFIRMED via 3 readings — entering immediately"
"2026-09-08 03:30:49,398",ERROR,,"2026-09-08 03:30:49,398 ERROR Not enough ETH: 0.002063"
"2026-09-08 03:30:54,463",SCAN,,"2026-09-08 03:30:54,463 INFO Pumping candidates: 4"
"2026-09-08 03:30:54,463",PICK,HOUND,"2026-09-08 03:30:54,463 INFO PICK (WL): HOUND 5m=+53.2% B/S=270/246 liq=$29,960"
"2026-09-08 03:30:54,463",OTHER,,"2026-09-08 03:30:54,463 INFO ⏱ PRE-ENTRY: Studying HOUND momentum... (3 readings, 6s)"
"2026-09-08 03:30:57,481",MOMENTUM_READING,,"2026-09-08 03:30:57,481 INFO   Reading 2: 5m=+53.2% B/S=270/246 (1.10)"
"2026-09-08 03:31:00,499",MOMENTUM_READING,,"2026-09-08 03:31:00,499 INFO   Reading 3: 5m=+53.2% B/S=270/246 (1.10)"
"2026-09-08 03:31:00,499",MOMENTUM_VERIFIED,,"2026-09-08 03:31:00,499 INFO   ✅ Momentum VERIFIED: 53.2→53.2→53.2 — ENTERING"
"2026-09-08 03:31:00,499",OTHER,,"2026-09-08 03:31:00,499 INFO ✅ MOMENTUM CONFIRMED via 3 readings — entering immediately"
"2026-09-08 03:31:00,762",ERROR,,"2026-09-08 03:31:00,762 ERROR Not enough ETH: 0.002063"
"2026-09-08 03:31:06,112",SCAN,,"2026-09-08 03:31:06,112 INFO Pumping candidates: 3"
"2026-09-08 03:31:06,112",PICK,HOUND,"2026-09-08 03:31:06,112 INFO PICK (WL): HOUND 5m=+40.1% B/S=291/277 liq=$28,653"
"2026-09-08 03:31:06,113",OTHER,,"2026-09-08 03:31:06,113 INFO ⏱ PRE-ENTRY: Studying HOUND momentum... (3 readings, 6s)"
"2026-09-08 03:31:09,130",MOMENTUM_READING,,"2026-09-08 03:31:09,130 INFO   Reading 2: 5m=+40.1% B/S=291/277 (1.05)"
"2026-09-08 03:31:12,171",MOMENTUM_READING,,"2026-09-08 03:31:12,171 INFO   Reading 3: 5m=+40.1% B/S=291/277 (1.05)"
"2026-09-08 03:31:12,171",MOMENTUM_VERIFIED,,"2026-09-08 03:31:12,171 INFO   ✅ Momentum VERIFIED: 40.1→40.1→40.1 — ENTERING"
"2026-09-08 03:31:12,171",OTHER,,"2026-09-08 03:31:12,171 INFO ✅ MOMENTUM CONFIRMED via 3 readings — entering immediately"
"2026-09-08 03:31:12,427",ERROR,,"2026-09-08 03:31:12,427 ERROR Not enough ETH: 0.002063"
"2026-09-08 03:31:17,492",SCAN,,"2026-09-08 03:31:17,492 INFO Pumping candidates: 3"
"2026-09-08 03:31:17,492",PICK,HOUND,"2026-09-08 03:31:17,492 INFO PICK (WL): HOUND 5m=+40.1% B/S=291/277 liq=$28,653"
"2026-09-08 03:31:17,492",OTHER,,"2026-09-08 03:31:17,492 INFO ⏱ PRE-ENTRY: Studying HOUND momentum... (3 readings, 6s)"
"2026-09-08 03:31:20,515",MOMENTUM_READING,,"2026-09-08 03:31:20,515 INFO   Reading 2: 5m=+40.1% B/S=291/277 (1.05)"
"2026-09-08 03:31:23,532",MOMENTUM_READING,,"2026-09-08 03:31:23,532 INFO   Reading 3: 5m=+40.1% B/S=291/277 (1.05)"
"2026-09-08 03:31:23,533",MOMENTUM_VERIFIED,,"2026-09-08 03:31:23,533 INFO   ✅ Momentum VERIFIED: 40.1→40.1→40.1 — ENTERING"
"2026-09-08 03:31:23,533",OTHER,,"2026-09-08 03:31:23,533 INFO ✅ MOMENTUM CONFIRMED via 3 readings — entering immediately"
"2026-09-08 03:31:23,788",ERROR,,"2026-09-08 03:31:23,788 ERROR Not enough ETH: 0.002063"
"2026-09-08 03:31:28,856",SCAN,,"2026-09-08 03:31:28,856 INFO Pumping candidates: 3"
"2026-09-08 03:31:28,856",PICK,HOUND,"2026-09-08 03:31:28,856 INFO PICK (WL): HOUND 5m=+40.1% B/S=291/277 liq=$28,653"
"2026-09-08 03:31:28,857",OTHER,,"2026-09-08 03:31:28,857 INFO ⏱ PRE-ENTRY: Studying HOUND momentum... (3 readings, 6s)"
"2026-09-08 03:31:31,875",MOMENTUM_READING,,"2026-09-08 03:31:31,875 INFO   Reading 2: 5m=+40.1% B/S=291/277 (1.05)"
"2026-09-08 03:31:35,128",MOMENTUM_READING,,"2026-09-08 03:31:35,128 INFO   Reading 3: 5m=+92.7% B/S=270/245 (1.10)"
"2026-09-08 03:31:35,128",MOMENTUM_VERIFIED,,"2026-09-08 03:31:35,128 INFO   ✅ Momentum VERIFIED: 40.1→40.1→92.7 — ENTERING"
"2026-09-08 03:31:35,128",OTHER,,"2026-09-08 03:31:35,128 INFO ✅ MOMENTUM CONFIRMED via 3 readings — entering immediately"
"2026-09-08 03:31:35,384",ERROR,,"2026-09-08 03:31:35,384 ERROR Not enough ETH: 0.002063"
"2026-09-08 03:31:40,748",SCAN,,"2026-09-08 03:31:40,748 INFO Pumping candidates: 4"
"2026-09-08 03:31:40,748",PICK,HOUND,"2026-09-08 03:31:40,748 INFO PICK (WL): HOUND 5m=+92.7% B/S=270/245 liq=$33,013"
"2026-09-08 03:31:40,749",OTHER,,"2026-09-08 03:31:40,749 INFO ⏱ PRE-ENTRY: Studying HOUND momentum... (3 readings, 6s)"
"2026-09-08 03:31:43,765",MOMENTUM_READING,,"2026-09-08 03:31:43,765 INFO   Reading 2: 5m=+92.7% B/S=270/245 (1.10)"
"2026-09-08 03:31:46,787",MOMENTUM_READING,,"2026-09-08 03:31:46,787 INFO   Reading 3: 5m=+92.7% B/S=270/245 (1.10)"
"2026-09-08 03:31:46,787",MOMENTUM_VERIFIED,,"2026-09-08 03:31:46,787 INFO   ✅ Momentum VERIFIED: 92.7→92.7→92.7 — ENTERING"
"2026-09-08 03:31:46,787",OTHER,,"2026-09-08 03:31:46,787 INFO ✅ MOMENTUM CONFIRMED via 3 readings — entering immediately"
"2026-09-08 03:31:47,044",ERROR,,"2026-09-08 03:31:47,044 ERROR Not enough ETH: 0.002063"
"2026-09-08 03:31:52,102",SCAN,,"2026-09-08 03:31:52,102 INFO Pumping candidates: 4"
"2026-09-08 03:31:52,103",PICK,HOUND,"2026-09-08 03:31:52,103 INFO PICK (WL): HOUND 5m=+92.7% B/S=270/245 liq=$33,013"
"2026-09-08 03:31:52,103",OTHER,,"2026-09-08 03:31:52,103 INFO ⏱ PRE-ENTRY: Studying HOUND momentum... (3 readings, 6s)"
"2026-09-08 03:31:55,120",MOMENTUM_READING,,"2026-09-08 03:31:55,120 INFO   Reading 2: 5m=+92.7% B/S=270/245 (1.10)"
"2026-09-08 03:31:58,138",MOMENTUM_READING,,"2026-09-08 03:31:58,138 INFO   Reading 3: 5m=+92.7% B/S=270/245 (1.10)"
"2026-09-08 03:31:58,138",MOMENTUM_VERIFIED,,"2026-09-08 03:31:58,138 INFO   ✅ Momentum VERIFIED: 92.7→92.7→92.7 — ENTERING"
"2026-09-08 03:31:58,138",OTHER,,"2026-09-08 03:31:58,138 INFO ✅ MOMENTUM CONFIRMED via 3 readings — entering immediately"
"2026-09-08 03:31:58,395",ERROR,,"2026-09-08 03:31:58,395 ERROR Not enough ETH: 0.002063"
"2026-09-08 03:32:03,707",SCAN,,"2026-09-08 03:32:03,707 INFO Pumping candidates: 4"
"2026-09-08 03:32:03,707",PICK,HOUND,"2026-09-08 03:32:03,707 INFO PICK (WL): HOUND 5m=+76.2% B/S=297/269 liq=$31,631"
"2026-09-08 03:32:03,707",OTHER,,"2026-09-08 03:32:03,707 INFO ⏱ PRE-ENTRY: Studying HOUND momentum... (3 readings, 6s)"
"2026-09-08 03:32:06,725",MOMENTUM_READING,,"2026-09-08 03:32:06,725 INFO   Reading 2: 5m=+76.2% B/S=297/269 (1.10)"
"2026-09-08 03:32:09,743",MOMENTUM_READING,,"2026-09-08 03:32:09,743 INFO   Reading 3: 5m=+76.2% B/S=297/269 (1.10)"
"2026-09-08 03:32:09,743",MOMENTUM_VERIFIED,,"2026-09-08 03:32:09,743 INFO   ✅ Momentum VERIFIED: 76.2→76.2→76.2 — ENTERING"
"2026-09-08 03:32:09,743",OTHER,,"2026-09-08 03:32:09,743 INFO ✅ MOMENTUM CONFIRMED via 3 readings — entering immediately"
"2026-09-08 03:32:10,000",ERROR,,"2026-09-08 03:32:10,000 ERROR Not enough ETH: 0.002063"
"2026-09-08 03:32:15,064",SCAN,,"2026-09-08 03:32:15,064 INFO Pumping candidates: 4"
"2026-09-08 03:32:15,065",PICK,HOUND,"2026-09-08 03:32:15,065 INFO PICK (WL): HOUND 5m=+76.2% B/S=297/269 liq=$31,631"
"2026-09-08 03:32:15,065",OTHER,,"2026-09-08 03:32:15,065 INFO ⏱ PRE-ENTRY: Studying HOUND momentum... (3 readings, 6s)"
"2026-09-08 03:32:18,081",MOMENTUM_READING,,"2026-09-08 03:32:18,081 INFO   Reading 2: 5m=+76.2% B/S=297/269 (1.10)"
"2026-09-08 03:32:21,100",MOMENTUM_READING,,"2026-09-08 03:32:21,100 INFO   Reading 3: 5m=+76.2% B/S=297/269 (1.10)"
"2026-09-08 03:32:21,100",MOMENTUM_VERIFIED,,"2026-09-08 03:32:21,100 INFO   ✅ Momentum VERIFIED: 76.2→76.2→76.2 — ENTERING"
"2026-09-08 03:32:21,100",OTHER,,"2026-09-08 03:32:21,100 INFO ✅ MOMENTUM CONFIRMED via 3 readings — entering immediately"
"2026-09-08 03:32:21,356",ERROR,,"2026-09-08 03:32:21,356 ERROR Not enough ETH: 0.002063"
"2026-09-08 03:32:26,416",SCAN,,"2026-09-08 03:32:26,416 INFO Pumping candidates: 4"
"2026-09-08 03:32:26,416",PICK,HOUND,"2026-09-08 03:32:26,416 INFO PICK (WL): HOUND 5m=+76.2% B/S=297/269 liq=$31,631"
"2026-09-08 03:32:26,417",OTHER,,"2026-09-08 03:32:26,417 INFO ⏱ PRE-ENTRY: Studying HOUND momentum... (3 readings, 6s)"
"2026-09-08 03:32:29,435",MOMENTUM_READING,,"2026-09-08 03:32:29,435 INFO   Reading 2: 5m=+76.2% B/S=297/269 (1.10)"
"2026-09-08 03:32:32,462",MOMENTUM_READING,,"2026-09-08 03:32:32,462 INFO   Reading 3: 5m=+76.2% B/S=297/269 (1.10)"
"2026-09-08 03:32:32,462",MOMENTUM_VERIFIED,,"2026-09-08 03:32:32,462 INFO   ✅ Momentum VERIFIED: 76.2→76.2→76.2 — ENTERING"
"2026-09-08 03:32:32,462",OTHER,,"2026-09-08 03:32:32,462 INFO ✅ MOMENTUM CONFIRMED via 3 readings — entering immediately"
"2026-09-08 03:32:32,717",ERROR,,"2026-09-08 03:32:32,717 ERROR Not enough ETH: 0.002063"
"2026-09-08 03:32:38,097",SCAN,,"2026-09-08 03:32:38,097 INFO Pumping candidates: 4"
"2026-09-08 03:32:38,097",PICK,EQUITY,"2026-09-08 03:32:38,097 INFO PICK (WL): EQUITY 5m=+21.5% B/S=14/6 liq=$22,883"
"2026-09-08 03:32:38,098",OTHER,,"2026-09-08 03:32:38,098 INFO ⏱ PRE-ENTRY: Studying EQUITY momentum... (3 readings, 6s)"
"2026-09-08 03:32:41,114",MOMENTUM_READING,,"2026-09-08 03:32:41,114 INFO   Reading 2: 5m=-12.1% B/S=21/13 (1.62)"
"2026-09-08 03:32:41,115",MOMENTUM_DIED,,"2026-09-08 03:32:41,115 WARNING   Momentum DIED during observation (-12.1%) — ABORT"
"2026-09-08 03:32:41,115",SKIP,,"2026-09-08 03:32:41,115 INFO SKIP EQUITY — momentum not verified"
"2026-09-08 03:32:46,172",SCAN,,"2026-09-08 03:32:46,172 INFO Pumping candidates: 4"
"2026-09-08 03:32:46,172",PICK,EQUITY,"2026-09-08 03:32:46,172 INFO PICK (WL): EQUITY 5m=+21.5% B/S=14/6 liq=$22,883"
"2026-09-08 03:32:46,173",OTHER,,"2026-09-08 03:32:46,173 INFO ⏱ PRE-ENTRY: Studying EQUITY momentum... (3 readings, 6s)"
"2026-09-08 03:32:49,416",MOMENTUM_READING,,"2026-09-08 03:32:49,416 INFO   Reading 2: 5m=+22.6% B/S=15/6 (2.50)"
"2026-09-08 03:32:52,435",MOMENTUM_READING,,"2026-09-08 03:32:52,435 INFO   Reading 3: 5m=+22.6% B/S=15/6 (2.50)"
"2026-09-08 03:32:52,435",MOMENTUM_VERIFIED,,"2026-09-08 03:32:52,435 INFO   ✅ Momentum VERIFIED: 21.5→22.6→22.6 — ENTERING"
"2026-09-08 03:32:52,435",OTHER,,"2026-09-08 03:32:52,435 INFO ✅ MOMENTUM CONFIRMED via 3 readings — entering immediately"
"2026-09-08 03:32:52,691",ERROR,,"2026-09-08 03:32:52,691 ERROR Not enough ETH: 0.002063"
"2026-09-08 03:32:57,757",SCAN,,"2026-09-08 03:32:57,757 INFO Pumping candidates: 4"
"2026-09-08 03:32:57,758",PICK,EQUITY,"2026-09-08 03:32:57,758 INFO PICK (WL): EQUITY 5m=+21.5% B/S=14/6 liq=$22,883"
"2026-09-08 03:32:57,758",OTHER,,"2026-09-08 03:32:57,758 INFO ⏱ PRE-ENTRY: Studying EQUITY momentum... (3 readings, 6s)"
"2026-09-08 03:33:00,774",MOMENTUM_READING,,"2026-09-08 03:33:00,774 INFO   Reading 2: 5m=+22.6% B/S=15/6 (2.50)"
"2026-09-08 03:33:03,792",MOMENTUM_READING,,"2026-09-08 03:33:03,792 INFO   Reading 3: 5m=+22.6% B/S=15/6 (2.50)"
"2026-09-08 03:33:03,792",MOMENTUM_VERIFIED,,"2026-09-08 03:33:03,792 INFO   ✅ Momentum VERIFIED: 21.5→22.6→22.6 — ENTERING"
"2026-09-08 03:33:03,792",OTHER,,"2026-09-08 03:33:03,792 INFO ✅ MOMENTUM CONFIRMED via 3 readings — entering immediately"
"2026-09-08 03:33:04,044",ERROR,,"2026-09-08 03:33:04,044 ERROR Not enough ETH: 0.002063"
"2026-09-08 03:33:09,373",SCAN,,"2026-09-08 03:33:09,373 INFO Pumping candidates: 5"
"2026-09-08 03:33:09,374",PICK,EQUITY,"2026-09-08 03:33:09,374 INFO PICK (WL): EQUITY 5m=+22.6% B/S=16/6 liq=$22,993"
"2026-09-08 03:33:09,374",OTHER,,"2026-09-08 03:33:09,374 INFO ⏱ PRE-ENTRY: Studying EQUITY momentum... (3 readings, 6s)"
"2026-09-08 03:33:12,393",MOMENTUM_READING,,"2026-09-08 03:33:12,393 INFO   Reading 2: 5m=+22.6% B/S=15/6 (2.50)"
"2026-09-08 03:33:15,415",MOMENTUM_READING,,"2026-09-08 03:33:15,415 INFO   Reading 3: 5m=+22.6% B/S=16/6 (2.67)"
"2026-09-08 03:33:15,415",MOMENTUM_VERIFIED,,"2026-09-08 03:33:15,415 INFO   ✅ Momentum VERIFIED: 22.6→22.6→22.6 — ENTERING"
"2026-09-08 03:33:15,416",OTHER,,"2026-09-08 03:33:15,416 INFO ✅ MOMENTUM CONFIRMED via 3 readings — entering immediately"
